user_id,song_id
1,4823
1,383794
1,521296
1,521296
1,394490
1,627982
1,425188
1,785016
1,413424
1,578169
1,85472
1,989158
1,989158
1,989158
1,411797
1,67853
1,67853
1,67853
1,415661
1,367193
1,28757
1,531372
1,557123
1,529046
1,437817
1,67109
1,535860
1,705781
1,921714
1,455705
1,788642
2,297811
2,297811
2,140775
2,140775
2,326307
2,33128
2,260177
2,816778
2,552623
2,504861
3,45580
3,265026
4,901082
4,3752
4,455077
4,303849
4,303849
4,23760
4,23760
4,23760
4,466869
4,466869
4,197431
4,8945
4,8945
4,8945
5,749883
5,232060
5,232060
5,232060
5,78423
5,806501
5,806501
5,860586
5,860586
5,29059
5,29059
5,29059
5,426498
5,426498
5,146634
5,886347
5,841535
5,720411
5,720411
5,27375
6,196701
6,835949
6,674057
6,674057
6,567564
6,656263
6,585189
6,880945
6,880945
6,141448
6,141448
6,243917
7,151685
7,448643
7,618271
7,706339
7,591164
7,521062
7,930043
7,979570
7,979570
7,979570
7,979570
8,169598
8,420070
8,980052
8,980052
9,742969
9,742969
9,742969
9,803056
9,803056
9,896843
9,896843
9,896843
9,739831
10,155261
10,133913
10,489559
10,94214
10,62156
10,727342
10,852846
10,495747
10,186492
10,334703
10,488421
10,294215
10,874023
10,683304
10,468858
10,625323
10,678029
10,440764
10,440764
10,608150
10,538068
10,30099
10,476566
10,905030
10,761741
10,591342
10,23515
10,682505
10,554109
10,152669
10,152669
10,226280
10,507976
11,46971
11,146319
11,146319
11,146319
11,960607
11,26944
11,203024
11,549800
11,518555
11,518555
11,260850
11,586846
11,584447
11,825197
11,539718
11,440240
11,368975
11,434315
11,244890
11,656501
11,214962
11,123606
11,913807
11,717381
11,709905
11,16977
11,444867
11,189935
11,351702
11,31260
11,31260
11,488594
11,610160
11,370218
11,74842
11,380507
11,107845
11,961023
11,961023
11,961023
11,772451
11,480692
11,614066
11,846616
11,457587
11,722282
12,75875
12,75875
12,173518
12,173518
12,448643
12,448643
12,448643
12,448643
12,448643
12,78423
12,78423
12,74869
12,316358
12,775654
12,262490
12,51016
12,249736
12,249736
12,594086
12,645358
12,273723
12,273723
12,251996
12,395165
12,797237
12,382287
12,382287
12,456322
12,456322
12,456322
12,863857
12,863857
12,862477
12,34232
12,977052
12,977052
12,977052
12,871449
12,871449
12,871449
12,850726
12,790878
12,224939
12,246
12,678361
12,995441
12,995441
12,930043
12,761796
12,886347
12,886347
12,886347
12,895604
12,761582
12,761582
12,761582
12,144323
12,321227
12,321227
12,220546
12,47483
12,686035
12,686035
12,686035
12,686035
12,686035
12,501302
13,632456
13,36175
13,757157
13,757157
13,757157
13,959838
13,659647
13,502516
13,502516
13,502516
13,502516
13,670607
13,144443
13,246761
13,39373
13,991248
13,681415
13,681415
13,681415
13,681415
13,535298
13,597128
13,949572
13,842757
13,151066
13,994771
13,448703
13,944254
13,672401
13,9369
13,286785
13,286785
13,442104
13,408566
13,805907
13,805907
13,556636
13,365214
13,481639
13,481639
13,447512
13,606023
13,606023
13,674057
13,674057
13,352130
13,885829
13,4900
13,722467
13,722467
13,59001
13,59001
13,59001
13,628578
13,628578
13,628578
13,110799
13,570917
13,570917
13,570917
13,570917
13,733616
13,164502
13,30977
13,30977
13,817992
13,708849
13,904364
13,692191
13,692191
13,206382
13,777120
13,156207
13,156207
13,294215
13,294215
13,19233
13,19233
13,19233
13,946541
13,923153
13,292961
13,292961
13,292961
13,12784
13,951065
13,805275
13,62188
13,610882
13,375378
13,375378
13,375378
13,91445
13,280943
13,854486
13,850048
13,850048
13,422287
13,552725
13,552725
13,489292
13,657406
13,657406
13,73981
13,167400
13,834483
13,93327
13,93327
13,93327
13,93327
13,152790
13,235855
13,235855
13,952062
13,952062
13,952062
13,952062
13,654090
13,642429
13,465550
13,229010
13,56121
13,84510
13,194592
13,35175
13,35175
13,699964
13,488509
13,824487
13,5999
13,680887
13,760860
13,270504
13,543449
13,412634
13,412634
13,412634
13,412634
13,651609
